sitename,regionnumb,trendsite,rookery,month,day,year,pupcount,counttype,source,replicate,counter,comments
JACOB ROCK,5,1,0,6,24,2009,2,3,1,,SF,Logs for checkcount
JUDE,8,0,1,7,14,2009,275,3,1,,KLS,Logs for checkcount
JUDE,8,0,1,7,14,2009,265,3,1,,LF,Logs for checkcount
KANAGA/CAPE CHUNU,10,0,0,7,4,2009,0,3,1,,KLS,Logs for checkcount
KANAGA/CAPE CHUNU,10,0,0,7,4,2009,0,3,1,,LF,Logs for checkcount
KANAGA/SHIP ROCK,10,0,1,7,4,2009,216,3,1,,KLS,Logs for checkcount
KANAGA/SHIP ROCK,10,0,1,7,4,2009,211,3,1,,LF,Logs for checkcount
KASATOCHI/NORTH POINT,10,1,1,7,4,2009,395,3,1,,KLS,Logs for checkcount
KASATOCHI/NORTH POINT,10,1,1,7,4,2009,392,3,1,,LF,Logs for checkcount
KISKA/CAPE ST STEPHEN,10,1,1,7,7,2009,91,3,1,,KLS,Logs for checkcount
KISKA/CAPE ST STEPHEN,10,1,1,7,7,2009,91,3,1,,LF,Logs for checkcount
KISKA/LIEF COVE,10,1,1,7,7,2009,80,3,1,,KLS,Logs for checkcount
KISKA/LIEF COVE,10,1,1,7,7,2009,81,3,1,,LF,Logs for checkcount
KODIAK/CAPE BARNABAS,7,1,0,6,27,2009,0,3,1,,KLS,Logs for checkcount
KODIAK/CAPE BARNABAS,7,1,0,6,27,2009,0,3,1,,SF,Logs for checkcount
KODIAK/CAPE CHINIAK,7,1,0,6,27,2009,0,3,1,,KLS,Logs for checkcount
KODIAK/CAPE CHINIAK,7,1,0,6,27,2009,0,3,1,,SF,Logs for checkcount
KODIAK/CAPE UGAT,7,0,0,6,27,2009,1,3,1,,KLS,Logs for checkcount
KODIAK/CAPE UGAT,7,0,0,6,27,2009,1,3,1,,SF,Logs for checkcount
KODIAK/GULL POINT,7,0,0,6,27,2009,0,3,1,,KLS,Logs for checkcount
KODIAK/GULL POINT,7,0,0,6,27,2009,0,3,1,,SF,Logs for checkcount
LATAX ROCKS,7,1,0,6,27,2009,13,3,1,,KLS,Logs for checkcount
LATAX ROCKS,7,1,0,6,27,2009,12,3,1,,SF,Logs for checkcount
LIGHTHOUSE ROCKS,8,0,1,7,14,2009,15,3,1,,KLS,Logs for checkcount
LIGHTHOUSE ROCKS,8,0,1,7,14,2009,16,3,1,,LF,Logs for checkcount
LONG ISLAND,7,1,0,6,27,2009,0,3,1,,KLS,Logs for checkcount
LONG ISLAND,7,1,0,6,27,2009,0,3,1,,SF,Logs for checkcount
MARMOT,7,1,1,7,15,2009,505,3,1,,KLS,Logs for checkcount
MARMOT,7,1,1,7,15,2009,513,3,1,,LF,Logs for checkcount
NAGAI ROCKS,7,0,0,6,28,2009,18,3,1,,KLS,Logs for checkcount
NAGAI ROCKS,7,0,0,6,28,2009,18,3,1,,SF,Logs for checkcount
OGCHUL,9,1,1,7,8,2009,89,3,1,,KLS,Logs for checkcount
OGCHUL,9,1,1,7,8,2009,91,3,1,,SF,Logs for checkcount
OGLODAK,10,0,0,7,4,2009,3,3,1,,KLS,Logs for checkcount
OGLODAK,10,0,0,7,4,2009,5,3,1,,LF,Logs for checkcount
OUTER (PYE),7,0,1,6,26,2009,124,3,1,,KLS,Logs for checkcount
OUTER (PYE),7,0,1,6,26,2009,120,3,1,,SF,Logs for checkcount
PERL,7,0,0,6,26,2009,0,3,1,,KLS,Logs for checkcount
PERL,7,0,0,6,26,2009,0,3,1,,SF,Logs for checkcount
PINNACLE ROCK,8,1,1,7,14,2009,705,3,1,,KLS,Logs for checkcount
PINNACLE ROCK,8,1,1,7,14,2009,699,3,1,,LF,Logs for checkcount
POINT ELRINGTON,6,1,0,6,26,2009,1,3,1,,KLS,Logs for checkcount
POINT ELRINGTON,6,1,0,6,26,2009,1,3,1,,SF,Logs for checkcount
POINT LULL,5,0,0,6,24,2009,0,3,1,,KLS,Logs for checkcount
POINT LULL,5,0,0,6,24,2009,0,3,1,,LF,Logs for checkcount
PROCESSION ROCKS,6,0,0,6,26,2009,0,3,1,,KLS,Logs for checkcount
PROCESSION ROCKS,6,0,0,6,26,2009,0,3,1,,SF,Logs for checkcount
RK NEAR SEA OTTER,7,0,0,6,27,2009,0,3,1,,KLS,Logs for checkcount
RK NEAR SEA OTTER,7,0,0,6,27,2009,0,3,1,,SF,Logs for checkcount
SAIL,5,0,0,6,24,2009,0,3,1,,KLS,Logs for checkcount
SAIL,5,0,0,6,24,2009,0,3,1,,SF,Logs for checkcount
SEA LION ISLANDS,5,1,0,6,25,2009,0,3,1,,KLS,Logs for checkcount
SEA LION ISLANDS,5,1,0,6,25,2009,0,3,1,,SF,Logs for checkcount
SEA LION ROCK (AMAK),9,1,1,7,14,2009,188,3,1,,KLS,Logs for checkcount
SEA LION ROCK (AMAK),9,1,1,7,14,2009,182,3,1,,LF,Logs for checkcount
SEA LION ROCK (PUFFIN BAY),5,0,0,6,24,2009,0,3,1,,KLS,Logs for checkcount
SEA LION ROCK (PUFFIN BAY),5,0,0,6,24,2009,0,3,1,,SF,Logs for checkcount
SEAL ROCKS,6,1,1,6,26,2009,742,3,1,,KLS,Logs for checkcount
SEAL ROCKS,6,1,1,6,26,2009,737,3,1,,SF,Logs for checkcount
SEGUAM/SADDLERIDGE,10,1,1,7,1,2009,540,3,1,,KLS,Logs for checkcount
SEGUAM/SADDLERIDGE,10,1,1,7,1,2009,540,3,1,,LF,Logs for checkcount
SEGUAM/TURF POINT,10,1,0,7,7,2009,0,3,1,,KLS,Logs for checkcount
SEGUAM/TURF POINT,10,1,0,7,7,2009,0,3,1,,LF,Logs for checkcount
SEMISOPOCHNOI/POCHNOI,10,0,0,7,4,2009,5,3,1,,KLS,Logs for checkcount
SEMISOPOCHNOI/POCHNOI,10,0,0,7,4,2009,5,3,1,,LF,Logs for checkcount
SITKINAK/CAPE SITKINAK,7,1,0,6,27,2009,0,3,1,,KLS,Logs for checkcount
SITKINAK/CAPE SITKINAK,7,1,0,6,27,2009,0,3,1,,SF,Logs for checkcount
SOUTH MARBLE,5,0,0,6,25,2009,0,3,1,,KLS,Logs for checkcount
SOUTH MARBLE,5,0,0,6,25,2009,0,3,1,,SF,Logs for checkcount
SOUTH ROCKS,8,0,1,6,28,2009,60,3,1,,KLS,Logs for checkcount
SOUTH ROCKS,8,0,1,6,28,2009,60,3,1,,SF,Logs for checkcount
SUGARLOAF,7,1,1,6,27,2009,617,3,1,,KLS,Logs for checkcount
SUGARLOAF,7,1,1,6,27,2009,609,3,1,,SF,Logs for checkcount
SUNSET,5,0,0,6,24,2009,1,3,1,,KLS,Logs for checkcount
SUNSET,5,0,0,6,24,2009,1,3,1,,CJ,Logs for checkcount
SUSHILNOI ROCKS,8,0,0,6,28,2009,35,3,1,,KLS,Logs for checkcount
SUSHILNOI ROCKS,8,0,0,6,28,2009,34,3,1,,SF,Logs for checkcount
SUTWIK,7,1,0,6,28,2009,12,3,1,,KLS,Logs for checkcount
SUTWIK,7,1,0,6,28,2009,11,3,1,,SF,Logs for checkcount
TAG,10,1,1,7,4,2009,128,3,1,,KLS,Logs for checkcount
TAG,10,1,1,7,4,2009,133,3,1,,LF,Logs for checkcount
THE BROTHERS/SW,5,1,0,6,24,2009,2,3,1,,KLS,Logs for checkcount
THE BROTHERS/SW,5,1,0,6,24,2009,2,3,1,,CJ,Logs for checkcount
THE NEEDLE,6,1,0,6,26,2009,20,3,1,,KLS,Logs for checkcount
THE NEEDLE,6,1,0,6,26,2009,20,3,1,,SF,Logs for checkcount
THE WHALEBACK,8,0,0,6,28,2009,41,3,1,,KLS,Logs for checkcount
THE WHALEBACK,8,0,0,6,28,2009,40,3,1,,SF,Logs for checkcount
TIGALDA/ROCKS NE,9,0,0,7,9,2009,0,3,1,,KLS,Logs for checkcount
TIGALDA/ROCKS NE,9,0,0,7,9,2009,0,3,1,,SF,Logs for checkcount
TWOHEADED,7,1,0,6,27,2009,14,3,1,,KLS,Logs for checkcount
TWOHEADED,7,1,0,6,27,2009,13,3,1,,SF,Logs for checkcount
UGAMAK/NORTH,9,1,1,7,9,2009,506,3,1,,KLS,Logs for checkcount
UGAMAK/NORTH,9,1,1,7,9,2009,517,3,1,,LF,Logs for checkcount
UGAMAK/ROUND,9,1,1,7,9,2009,73,3,1,,KLS,Logs for checkcount
UGAMAK/ROUND,9,1,1,7,9,2009,69,3,1,,LF,Logs for checkcount
UGAMAK/UGAMAK BAY,9,1,1,7,9,2009,331,3,1,,KLS,Logs for checkcount
UGAMAK/UGAMAK BAY,9,1,1,7,9,2009,322,3,1,,LF,Logs for checkcount
ULAK/HASGOX POINT,10,1,1,7,7,2009,273,3,1,,KLS,Logs for checkcount
ULAK/HASGOX POINT,10,1,1,7,7,2009,271,3,1,,LF,Logs for checkcount
UNALASKA/BISHOP POINT,9,0,0,7,1,2009,0,3,1,,KLS,Logs for checkcount
UNALASKA/BISHOP POINT,9,0,0,7,1,2009,0,3,1,,SF,Logs for checkcount
UNALASKA/CAPE IZIGAN,9,0,0,7,8,2009,28,3,1,,KLS,Logs for checkcount
UNALASKA/CAPE IZIGAN,9,0,0,7,8,2009,30,3,1,,SF,Logs for checkcount
USHAGAT/ROCKS SOUTH,7,1,0,6,27,2009,1,3,1,,KLS,Logs for checkcount
USHAGAT/ROCKS SOUTH,7,1,0,6,27,2009,1,3,1,,SF,Logs for checkcount
USHAGAT/SW,7,1,1,6,27,2009,69,3,1,,KLS,Logs for checkcount
USHAGAT/SW,7,1,1,6,27,2009,70,3,1,,SF,Logs for checkcount
WEST ROCK,5,0,0,6,24,2009,2,3,1,,KLS,Logs for checkcount
WEST ROCK,5,0,0,6,24,2009,1,3,1,,CJ,Logs for checkcount
WHITE SISTERS,5,1,1,6,25,2009,858,3,1,,KLS,Logs for checkcount
WHITE SISTERS,5,1,1,6,25,2009,836,3,1,,SF,Logs for checkcount
WOLF ROCK,5,0,0,6,24,2009,0,3,1,,KLS,Logs for checkcount
WOLF ROCK,5,0,0,6,24,2009,0,3,1,,CJ,Logs for checkcount
WOODED (FISH),6,1,1,6,26,2009,177,3,1,,KLS,Logs for checkcount
WOODED (FISH),6,1,1,6,26,2009,178,3,1,,SF,Logs for checkcount
YASHA,5,0,0,6,24,2009,10,3,1,,KLS,Logs for checkcount
YASHA,5,0,0,6,24,2009,10,3,1,,CJ,Logs for checkcount
YUNASKA,10,1,1,7,13,2009,173,3,1,,KLS,Logs for checkcount
YUNASKA,10,1,1,7,13,2009,168,3,1,,LF,Logs for checkcount
UNIMAK/OKSENOF POINT,9,0,0,7,10,2009,6,4,1,,CJ,logs for chkcnt combined with photo count south of Oksenof point (6)
UNIMAK/OKSENOF POINT,9,0,0,7,10,2009,6,4,1,,KLS,logs for chkcnt combined with photo count south of Oksenof point (6)
AIALIK CAPE,6,0,0,6,26,2009,1,4,1,,SF,logs for chkcnt combined with photo count from Unnamed rock bn Rugged and Aialik Cape (1)
AIALIK CAPE,6,0,0,6,26,2009,1,4,1,,KLS,logs for chkcnt combined with photo count from Unnamed rock bn Rugged and Aialik Cape (1)
STEEP POINT,6,0,0,6,26,2009,0,4,1,,KLS,logs for chkcnt combined with photo count of Unnamed rock bn Steep Point and Rabbit (0)
STEEP POINT,6,0,0,6,26,2009,0,4,1,,SF,logs for chkcnt combined with photo count of Unnamed rock bn Steep Point and Rabbit (0)
ADAK/ARGONNE POINT,10,1,0,6,24,2010,0,3,1,N,SF,
ADAK/ARGONNE POINT,10,1,0,6,24,2010,0,3,1,N,LF,
ADAK/CAPE YAKAK,10,1,0,6,24,2010,2,3,1,N,SF,
ADAK/CAPE YAKAK,10,1,0,6,24,2010,2,3,1,N,LF,
ADAK/CRONE ISLAND,10,0,0,6,25,2010,0,3,1,N,KLS,
ADAK/CRONE ISLAND,10,0,0,6,25,2010,0,3,1,N,LF,
ADAK/LAKE POINT,10,1,1,6,24,2010,323,3,1,N,SF,
ADAK/LAKE POINT,10,1,1,6,24,2010,314,3,1,N,LF,
ADUGAK,9,1,1,6,19,2010,247,3,1,N,KLS,alittle early to use for annual pup production at this rookery
ADUGAK,9,1,1,6,19,2010,236,3,1,N,LF,alittle early to use for annual pup production at this rookery
AGLIGADAK,10,1,0,6,25,2010,1,3,1,N,KLS,
AGLIGADAK,10,1,0,6,25,2010,1,3,1,N,LF,
AKUTAN/CAPE MORGAN,9,1,1,7,3,2010,736,3,1,N,KLS,
AKUTAN/CAPE MORGAN,9,1,1,7,3,2010,723,3,1,N,LF,
AKUTAN/REEF-LAVA,9,1,0,6,15,2010,10,3,1,N,LF,
AKUTAN/REEF-LAVA,9,1,0,6,15,2010,9,3,1,N,KLS,
AMATIGNAK/NITROF POINT,10,1,0,6,24,2010,0,3,1,N,SF,
AMATIGNAK/NITROF POINT,10,1,0,6,24,2010,0,3,1,N,LF,
AMLIA/EAST CAPE,10,1,0,6,25,2010,2,3,1,N,KLS,
AMLIA/EAST CAPE,10,1,0,6,25,2010,2,3,1,N,LF,
AMLIA/SVIECH. HARBOR,10,0,0,6,25,2010,30,3,1,N,KLS,
AMLIA/SVIECH. HARBOR,10,0,0,6,25,2010,29,3,1,N,LF,
AMUKTA+ROCKS,10,1,0,7,3,2010,0,3,1,N,KLS,
AMUKTA+ROCKS,10,1,0,7,3,2010,0,3,1,N,LF,
BIALI ROCK,5,1,1,7,12,2010,83,3,1,N,KLS,
BIALI ROCK,5,1,1,7,12,2010,87,3,1,N,LF,
BOGOSLOF/FIRE ISLAND,9,1,1,6,19,2010,337,3,1,N,KLS,alittle early to use for annual pup production at this rookery
BOGOSLOF/FIRE ISLAND,9,1,1,6,19,2010,328,3,1,N,LF,alittle early to use for annual pup production at this rookery
CAPE ADDINGTON,5,0,0,7,12,2010,1,3,1,N,KLS,
CAPE ADDINGTON,5,0,0,7,12,2010,1,3,1,N,LF,
CAPE BARTOLOME,5,0,0,7,12,2010,0,3,1,N,KLS,
CAPE BARTOLOME,5,0,0,7,12,2010,0,3,1,N,LF,
CAPE FAIRFIELD,6,0,0,7,11,2010,0,3,1,N,KLS,
CAPE FAIRFIELD,6,0,0,7,11,2010,0,3,1,N,LF,
CAPE OMMANEY,5,0,0,7,12,2010,0,3,1,N,KLS,
CAPE OMMANEY,5,0,0,7,12,2010,0,3,1,N,LF,
CAPE RESURRECTION,6,0,0,7,11,2010,0,3,1,N,KLS,
CAPE RESURRECTION,6,0,0,7,11,2010,0,3,1,N,LF,
CAPE ST. ELIAS,6,1,0,6,9,2010,14,3,1,R,SF,
CAPE ST. ELIAS,6,1,0,6,9,2010,14,3,1,R,CJ,
CAPE ST. ELIAS,6,1,0,7,11,2010,15,3,1,R,KLS,
CAPE ST. ELIAS,6,1,0,7,11,2010,15,3,1,R,LF,
CHAGULAK,10,1,0,7,3,2010,0,3,1,N,KLS,
CHAGULAK,10,1,0,7,3,2010,0,3,1,N,LF,
CHIRIKOF,7,1,1,6,12,2010,83,3,1,N,LF,alittle early to use for annual pup production at this rookery
CHIRIKOF,7,1,1,6,12,2010,82,3,1,N,KLS,alittle early to use for annual pup production at this rookery
CHISWELL ISLANDS,6,1,1,6,9,2010,33,3,1,R,SF,alittle early to use for annual pup production at this rookery
CHISWELL ISLANDS,6,1,1,6,9,2010,32,3,1,R,CJ,alittle early to use for annual pup production at this rookery
CHISWELL ISLANDS,6,1,1,7,11,2010,63,3,1,R,KLS,
CHISWELL ISLANDS,6,1,1,7,11,2010,64,3,1,R,LF,
CHOWIET,7,1,1,6,12,2010,327,3,1,N,KLS,alittle early to use for annual pup production at this rookery
CHOWIET,7,1,1,6,12,2010,315,3,1,N,LF,alittle early to use for annual pup production at this rookery
CHUGINADAK,10,1,0,7,3,2010,0,3,1,N,KLS,
CHUGINADAK,10,1,0,7,3,2010,0,3,1,N,LF,
CHUGUL,10,0,0,6,24,2010,0,3,1,N,SF,
CHUGUL,10,0,0,6,24,2010,0,3,1,N,LF,
CORONATION,5,1,0,7,12,2010,0,3,1,N,KLS,
CORONATION,5,1,0,7,12,2010,0,3,1,N,LF,
DANGER,6,0,0,7,11,2010,0,3,1,N,KLS,
DANGER,6,0,0,7,11,2010,0,3,1,N,LF,
EASTERLY,5,0,0,7,12,2010,0,3,1,N,KLS,
EASTERLY,5,0,0,7,12,2010,0,3,1,N,LF,
EGG,9,0,0,7,3,2010,0,3,1,N,KLS,
EGG,9,0,0,7,3,2010,0,3,1,N,LF,
FORRESTER/C HORN RK,5,1,1,7,12,2010,170,3,1,N,KLS,
FORRESTER/C HORN RK,5,1,1,7,12,2010,160,3,1,N,LF,
FORRESTER/FORRESTER ISLAND,5,1,0,7,12,2010,0,3,1,N,KLS,
FORRESTER/FORRESTER ISLAND,5,1,0,7,12,2010,0,3,1,N,LF,
FORRESTER/LOWRIE,5,1,1,7,12,2010,1617,3,1,N,KLS,
FORRESTER/LOWRIE,5,1,1,7,12,2010,1600,3,1,N,LF,
FORRESTER/NORTH RK,5,1,1,7,12,2010,475,3,1,N,KLS,
FORRESTER/NORTH RK,5,1,1,7,12,2010,468,3,1,N,LF,
FORRESTER/SEA LION RK,5,1,1,7,12,2010,432,3,1,N,KLS,
FORRESTER/SEA LION RK,5,1,1,7,12,2010,424,3,1,N,LF,
GLACIER,6,1,0,6,9,2010,1,3,1,R,KLS,
GLACIER,6,1,0,6,9,2010,1,3,1,R,CJ,
GLACIER,6,1,0,7,11,2010,0,3,1,R,KLS,
GLACIER,6,1,0,7,11,2010,0,3,1,R,LF,
GRAMP ROCK,10,1,1,6,24,2010,304,3,1,N,SF,
GRAMP ROCK,10,1,1,6,24,2010,294,3,1,N,LF,
GRAN (LEDGE) POINT,5,0,0,7,12,2010,0,3,1,N,KLS,
GRAN (LEDGE) POINT,5,0,0,7,12,2010,0,3,1,N,LF,
GRINDALL,5,0,0,7,12,2010,0,3,1,N,KLS,
GRINDALL,5,0,0,7,12,2010,0,3,1,N,LF,
NATOA (GROTTO),6,0,0,6,9,2010,2,3,1,R,SF,
NATOA (GROTTO),6,0,0,6,9,2010,2,3,1,R,CJ,
NATOA (GROTTO),6,0,0,7,11,2010,0,3,1,R,KLS,
NATOA (GROTTO),6,0,0,7,11,2010,0,3,1,R,LF,
HAZY,5,1,1,7,12,2010,1365,3,1,N,KLS,
HAZY,5,1,1,7,12,2010,1349,3,1,N,LF,
HERBERT,10,1,0,7,3,2010,0,3,1,N,KLS,
HERBERT,10,1,0,7,3,2010,0,3,1,N,LF,
ILAK,10,0,0,6,24,2010,1,3,1,N,LF,
ILAK,10,0,0,6,24,2010,0,3,1,N,SF,
INNER SIGNAL,9,0,0,7,3,2010,0,3,1,N,KLS,
INNER SIGNAL,9,0,0,7,3,2010,0,3,1,N,LF,
JACOB ROCK,5,1,0,7,12,2010,0,3,1,N,KLS,
JACOB ROCK,5,1,0,7,12,2010,0,3,1,N,LF,
KAGALASKA,10,0,0,6,25,2010,0,3,1,N,KLS,
KAGALASKA,10,0,0,6,25,2010,0,3,1,N,LF,
KAIUCHALI (BIORKA),5,0,0,7,12,2010,0,3,1,N,KLS,
KAIUCHALI (BIORKA),5,0,0,7,12,2010,0,3,1,N,LF,
KANAGA/CAPE CHUNU,10,0,0,6,24,2010,3,3,1,N,SF,
KANAGA/CAPE CHUNU,10,0,0,6,24,2010,3,3,1,N,LF,
KANAGA/SHIP ROCK,10,0,1,6,24,2010,217,3,1,N,SF,
KANAGA/SHIP ROCK,10,0,1,6,24,2010,210,3,1,N,LF,
KASATOCHI/NORTH POINT,10,1,1,6,24,2010,354,3,1,N,LF,
KASATOCHI/NORTH POINT,10,1,1,6,24,2010,353,3,1,N,SF,
KODIAK/CAPE UGAT,7,0,0,6,10,2010,4,3,1,N,LF,
KODIAK/CAPE UGAT,7,0,0,6,10,2010,3,3,1,N,KLS,
LATAX ROCKS,7,1,0,6,10,2010,9,3,1,N,KLS,
LATAX ROCKS,7,1,0,6,10,2010,9,3,1,N,LF,
MARMOT,7,1,1,6,12,2010,278,3,1,N,LF,alittle early to use for annual pup production at this rookery
MARMOT,7,1,1,6,12,2010,273,3,1,N,KLS,alittle early to use for annual pup production at this rookery
OGCHUL,9,1,1,7,3,2010,117,3,1,N,KLS,
OGCHUL,9,1,1,7,3,2010,116,3,1,N,LF,
OGLODAK,10,0,0,6,23,2010,3,3,1,N,KLS,
OGLODAK,10,0,0,6,23,2010,3,3,1,N,LF,
OLD MAN ROCKS,9,0,0,6,19,2010,2,3,1,N,KLS,
OLD MAN ROCKS,9,0,0,6,19,2010,2,3,1,N,LF,
OUTER (PYE),7,0,1,6,9,2010,82,3,1,R,CJ,alittle early to use for annual pup production at this rookery
OUTER (PYE),7,0,1,6,9,2010,80,3,1,R,KLS,alittle early to use for annual pup production at this rookery
OUTER (PYE),7,0,1,7,11,2010,120,3,1,R,KLS,
OUTER (PYE),7,0,1,7,11,2010,124,3,1,R,LF,
OUTER SIGNAL,9,0,0,7,3,2010,0,3,1,N,KLS,
OUTER SIGNAL,9,0,0,7,3,2010,0,3,1,N,LF,
PERL,7,0,0,7,10,2010,0,3,1,N,KLS,
PERL,7,0,0,7,10,2010,0,3,1,N,LF,
POINT ELRINGTON,6,1,0,6,9,2010,2,3,1,R,SF,
POINT ELRINGTON,6,1,0,6,9,2010,1,3,1,R,CJ,
POINT ELRINGTON,6,1,0,7,11,2010,4,3,1,R,KLS,
POINT ELRINGTON,6,1,0,7,11,2010,4,3,1,R,LF,
POINT MARSH,5,0,0,7,12,2010,0,3,1,N,KLS,
POINT MARSH,5,0,0,7,12,2010,0,3,1,N,LF,
POLIVNOI ROCK,9,0,0,7,3,2010,0,3,1,N,KLS,
POLIVNOI ROCK,9,0,0,7,3,2010,0,3,1,N,LF,
PROCESSION ROCKS,6,0,0,7,11,2010,0,3,1,N,KLS,
PROCESSION ROCKS,6,0,0,7,11,2010,0,3,1,N,LF,
SAGIGIK,10,1,0,6,25,2010,0,3,1,N,KLS,
SAGIGIK,10,1,0,6,25,2010,0,3,1,N,LF,
SAIL,5,0,0,7,12,2010,0,3,1,N,KLS,
SAIL,5,0,0,7,12,2010,0,3,1,N,LF,
SEA LION ROCK (AMAK),9,1,1,6,14,2010,156,3,1,N,LF,alittle early to use for annual pup production at this rookery
SEA LION ROCK (AMAK),9,1,1,6,14,2010,152,3,1,N,KLS,alittle early to use for annual pup production at this rookery
SEA LION ROCK (PUFFIN BAY),5,0,0,7,12,2010,0,3,1,N,KLS,
SEA LION ROCK (PUFFIN BAY),5,0,0,7,12,2010,0,3,1,N,LF,
SEAL ROCKS,6,1,1,6,9,2010,399,3,1,R,SF,alittle early to use for annual pup production at this rookery
SEAL ROCKS,6,1,1,6,9,2010,391,3,1,R,CJ,alittle early to use for annual pup production at this rookery
SEAL ROCKS,6,1,1,7,11,2010,640,3,1,R,KLS,
SEAL ROCKS,6,1,1,7,11,2010,627,3,1,R,LF,
SEAL ROCKS (KENAI),6,1,0,7,11,2010,0,3,1,N,KLS,
SEAL ROCKS (KENAI),6,1,0,7,11,2010,0,3,1,N,LF,
SEGUAM/SADDLERIDGE,10,1,1,7,3,2010,521,3,1,N,KLS,
SEGUAM/SADDLERIDGE,10,1,1,7,3,2010,514,3,1,N,LF,
SEGUAM/SW RIP,10,1,0,7,3,2010,0,3,1,N,KLS,
SEGUAM/SW RIP,10,1,0,7,3,2010,0,3,1,N,LF,
SEGUAM/WHARF POINT,10,1,0,7,3,2010,0,3,1,N,KLS,
SEGUAM/WHARF POINT,10,1,0,7,3,2010,0,3,1,N,LF,
SHAKUN ROCKS,7,0,0,6,10,2010,2,3,1,N,KLS,
SHAKUN ROCKS,7,0,0,6,10,2010,2,3,1,N,LF,
SILAK,10,1,0,6,25,2010,1,3,1,N,KLS,
SILAK,10,1,0,6,25,2010,1,3,1,N,LF,
CAPE OMMANEY/S,5,0,0,7,12,2010,0,3,1,N,KLS,
CAPE OMMANEY/S,5,0,0,7,12,2010,0,3,1,N,LF,
SUGARLOAF,7,1,1,6,10,2010,430,3,1,N,KLS,alittle early to use for annual pup production at this rookery
SUGARLOAF,7,1,1,6,10,2010,419,3,1,N,LF,alittle early to use for annual pup production at this rookery
SUTWIK,7,1,0,6,13,2010,11,3,1,N,KLS,
SUTWIK,7,1,0,6,13,2010,11,3,1,N,LF,
TAG,10,1,1,6,24,2010,135,3,1,N,SF,
TAG,10,1,1,6,24,2010,135,3,1,N,LF,
TAGALAK,10,0,0,6,24,2010,1,3,1,N,SF,
TAGALAK,10,0,0,6,24,2010,1,3,1,N,LF,
TANADAK (AMLIA),10,1,0,6,25,2010,0,3,1,N,KLS,
TANAGA/CAPE SASMIK,10,0,0,6,24,2010,3,3,1,N,SF,
TANAGA/CAPE SASMIK,10,0,0,6,24,2010,3,3,1,N,LF,
THE BROTHERS/SW,5,1,0,7,12,2010,0,3,1,N,KLS,
THE BROTHERS/SW,5,1,0,7,12,2010,0,3,1,N,LF,
THE NEEDLE,6,1,0,6,9,2010,9,3,1,R,CJ,
THE NEEDLE,6,1,0,6,9,2010,8,3,1,R,SF,
THE NEEDLE,6,1,0,7,11,2010,22,3,1,R,KLS,
THE NEEDLE,6,1,0,7,11,2010,21,3,1,R,LF,
THE PILLARS,9,0,0,7,3,2010,1,3,1,N,KLS,
THE PILLARS,9,0,0,7,3,2010,1,3,1,N,LF,
TIMBERED,5,0,0,7,12,2010,1,3,1,N,KLS,
TIMBERED,5,0,0,7,12,2010,1,3,1,N,LF,
TWOHEADED,7,1,0,6,12,2010,35,3,1,N,KLS,
TWOHEADED,7,1,0,6,12,2010,33,3,1,N,LF,
ULAK/HASGOX POINT,10,1,1,6,24,2010,270,3,1,N,SF,
ULAK/HASGOX POINT,10,1,1,6,24,2010,258,3,1,N,LF,
ULIAGA,10,0,0,6,19,2010,8,3,1,N,KLS,
ULIAGA,10,0,0,6,19,2010,7,3,1,N,LF,
UNALASKA/BISHOP POINT,9,0,0,6,19,2010,2,3,1,N,KLS,
UNALASKA/BISHOP POINT,9,0,0,6,19,2010,1,3,1,N,LF,
UNALASKA/CAPE IZIGAN,9,0,0,7,3,2010,41,3,1,N,KLS,
UNALASKA/CAPE IZIGAN,9,0,0,7,3,2010,41,3,1,N,LF,
USHAGAT/SW,7,1,1,6,10,2010,38,3,1,N,KLS,alittle early to use for annual pup production at this rookery
USHAGAT/SW,7,1,1,6,10,2010,38,3,1,N,LF,alittle early to use for annual pup production at this rookery
VSEVIDOF,9,1,0,7,3,2010,0,3,1,N,KLS,
VSEVIDOF,9,1,0,7,3,2010,0,3,1,N,LF,
WEST ROCK,5,0,0,7,12,2010,0,3,1,N,KLS,
WEST ROCK,5,0,0,7,12,2010,3,3,1,N,LF,
WOODED (FISH),6,1,1,7,11,2010,226,3,1,N,KLS,
WOODED (FISH),6,1,1,7,11,2010,221,3,1,N,LF,
YASHA,5,0,0,7,12,2010,9,3,1,N,KLS,
YASHA,5,0,0,7,12,2010,9,3,1,N,LF,
YUNASKA,10,1,1,7,3,2010,189,3,1,N,KLS,
YUNASKA,10,1,1,7,3,2010,181,3,1,N,LF,
ADAK/CAPE YAKAK,10,1,0,7,11,2011,0,3,1,N,LF,
ADAK/LAKE POINT,10,1,1,7,11,2011,314,3,1,N,LF,4 dead pups
ADUGAK,9,1,1,7,3,2011,252,3,1,N,LF,8 dead pups
AGATTU/CAPE SABAK,11,1,1,7,16,2011,77,3,1,N,LF,5 dead pups
AGATTU/GILLON POINT,11,1,1,7,16,2011,83,3,1,N,LF,2 dead pups
AGLIGADAK,10,1,0,7,9,2011,0,3,1,N,LF,
AIKTAK,9,0,0,7,4,2011,2,3,1,N,LF,1 dead pups
AKUTAN/CAPE MORGAN,9,1,1,7,4,2011,740,3,1,N,LF,14 dead pups
AKUTAN/REEF-LAVA,9,1,0,7,4,2011,21,3,1,N,LF,
